datetime,open,high,low,close,volume,prev,sub,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20
2019-01-2811:14,45400,45450,45400,45400,16685,0,,-0.0018540430072893706,0.0009884539035133796,0.0010932417217695898,-0.005006310683141866,0.0001232005719740514,0.0005760444781338557,-0.005761469476902384,0.003284559590054602,0.009505673944145194,-0.004202200863865387,-0.008662226151164345,-0.005079629176071796,0.005444783669825989,0.0002697384903234687,0.007854092334749204,0.0027674002488242764,-0.0052707878899674815,0.0019728560051922614,0.0012187944473750017,0.0007378278425217483
2019-01-2811:14,45400,45450,45400,45400,16685,0,,-0.0018540430072893706,0.0009884539035133796,0.0010932417217695898,-0.005006310683141866,0.0001232005719740514,0.0005760444781338557,-0.005761469476902384,0.003284559590054602,0.009505673944145194,-0.004202200863865387,-0.008662226151164345,-0.005079629176071796,0.005444783669825989,0.0002697384903234687,0.007854092334749204,0.0027674002488242764,-0.0052707878899674815,0.0019728560051922614,0.0012187944473750017,0.0007378278425217483
2019-01-2811:14,45400,45450,45400,45400,16685,0,,-0.0018540430072893567,0.0009884539035133722,0.0010932417217696245,-0.005006310683141881,0.0001232005719740763,0.0005760444781338336,-0.005761469476902396,0.009505673944145211,0.003284559590054642,-0.0042022008638653826,-0.008662226151164343,-0.005079629176071785,0.005444783669825983,0.0002697384903234584,0.007854092334749223,0.0027674002488242487,-0.005270787889967505,0.0019728560051922527,0.0012187944473749772,0.0007378278425217442
2019-01-2811:14,45400,45450,45400,45400,16685,0,,-0.0018540430072893552,0.0009884539035133954,0.0010932417217696083,-0.005006310683141896,0.00012320057197408158,-0.00576146947690241,0.0005760444781338322,0.009505673944145194,0.003284559590054617,-0.004202200863865394,-0.008662226151164354,-0.005079629176071785,0.005444783669826021,0.00026973849032347035,0.00785409233474922,0.002767400248824257,-0.005270787889967484,0.0019728560051922527,0.0012187944473749648,0.0007378278425217595
2019-01-2810:10,45000,45000,44950,45000,17750,0,,-0.0018540430072893552,0.0009884539035133954,0.0010932417217696083,-0.005006310683141896,0.00012320057197408158,-0.00576146947690241,0.0005760444781338322,0.009505673944145194,0.003284559590054617,-0.004202200863865394,-0.008662226151164354,-0.005079629176071785,0.005444783669826021,0.00026973849032347035,0.00785409233474922,0.002767400248824257,-0.005270787889967484,0.0019728560051922527,0.0012187944473749648,0.0007378278425217595
2019-01-2810:00,44950,45000,44950,44950,14355,0,,-0.0018540430072893552,0.0009884539035133954,0.0010932417217696083,-0.005006310683141896,0.00012320057197408158,-0.00576146947690241,0.0005760444781338322,0.009505673944145194,0.003284559590054617,-0.004202200863865394,-0.008662226151164354,-0.005079629176071785,0.005444783669826021,0.00026973849032347035,0.00785409233474922,0.002767400248824257,-0.005270787889967484,0.0019728560051922527,0.0012187944473749648,0.0007378278425217595
2019-01-2810:00,44950,45000,44950,44950,14355,0,,-0.0018540430072893552,0.0009884539035133954,0.0010932417217696083,-0.005006310683141896,0.00012320057197408158,-0.00576146947690241,0.0005760444781338322,0.009505673944145194,0.003284559590054617,-0.004202200863865394,-0.008662226151164354,-0.005079629176071785,0.005444783669826021,0.00026973849032347035,0.00785409233474922,0.002767400248824257,-0.005270787889967484,0.0019728560051922527,0.0012187944473749648,0.0007378278425217595
2019-01-2810:00,44950,45000,44950,44950,14355,0,,-0.0018540430072893764,0.0009884539035133855,0.0010932417217695922,-0.005006310683141874,0.00012320057197404794,-0.005761469476902381,0.0005760444781338227,0.009505673944145187,0.003284559590054608,-0.00420220086386539,-0.008662226151164356,-0.0050796291760717895,0.005444783669825986,0.0002697384903234712,0.007854092334749228,0.002767400248824285,-0.005270787889967477,0.001972856005192274,0.0007378278425217448,0.001218794447375006
2019-01-2810:00,44950,45000,44950,44950,14355,0,,-0.0018540430072893764,0.0009884539035133855,0.0010932417217695922,-0.005006310683141874,0.00012320057197404794,-0.005761469476902381,0.0005760444781338227,0.009505673944145187,0.003284559590054608,-0.00420220086386539,-0.008662226151164356,-0.0050796291760717895,0.005444783669825986,0.0002697384903234712,0.007854092334749228,0.002767400248824285,-0.005270787889967477,0.001972856005192274,0.0007378278425217448,0.001218794447375006
2019-01-2810:00,44950,45000,44950,44950,14355,0,,-0.0018540430072893775,0.0009884539035133603,0.0010932417217696107,-0.0050063106831418815,0.0001232005719740697,-0.005761469476902384,0.0005760444781338498,0.009505673944145199,0.0032845595900546183,-0.004202200863865381,-0.008662226151164349,-0.005079629176071799,0.0002697384903234719,0.005444783669826004,0.007854092334749223,0.002767400248824264,-0.005270787889967489,0.0019728560051922622,0.0007378278425217668,0.0012187944473749622
2019-01-2809:06,44850,44950,44850,44900,60217,50,,-0.001854043007289362,0.0009884539035133523,0.0010932417217696148,-0.005006310683141899,0.00012320057197407253,-0.0057614694769023865,0.0005760444781338469,0.009505673944145202,0.003284559590054621,-0.008662226151164356,-0.0042022008638653765,-0.005079629176071789,0.005444783669826011,0.00026973849032347616,0.007854092334749216,0.0027674002488242496,-0.005270787889967493,0.001972856005192257,0.0007378278425217733,0.0012187944473749633
2019-01-2515:08,44600,44650,44550,44550,77982,-50,,-0.0018540430072893582,0.0009884539035133581,0.0010932417217696232,-0.005006310683141894,-0.005761469476902394,0.00012320057197407706,0.0005760444781338348,0.009505673944145206,0.003284559590054635,-0.00866222615116435,-0.004202200863865384,-0.005079629176071791,0.005444783669826012,0.0002697384903234792,0.007854092334749216,0.002767400248824235,-0.005270787889967495,0.001972856005192256,0.0007378278425217602,0.0012187944473749698
2019-01-2511:26,44050,44100,44050,44050,31354,0,,-0.0018540430072893728,0.0009884539035133631,0.0010932417217696074,-0.005006310683141889,-0.005761469476902392,0.00012320057197406806,0.0005760444781338505,0.0032845595900546152,0.009505673944145206,-0.008662226151164366,-0.00420220086386538,-0.0050796291760717895,0.005444783669826016,0.0002697384903234759,0.007854092334749204,0.0027674002488242656,-0.00527078788996749,0.001972856005192263,0.0012187944473749722,0.0007378278425217613
2019-01-2510:36,44000,44000,43950,43950,12245,-50,,-0.00185404300728937,0.0009884539035133664,0.0010932417217696115,-0.005006310683141878,-0.005761469476902389,0.00012320057197407085,0.000576044478133837,0.009505673944145206,0.0032845595900546265,-0.008662226151164349,-0.004202200863865376,-0.005079629176071789,0.0054447836698259975,0.00026973849032346813,0.007854092334749214,0.0027674002488242613,-0.005270787889967497,0.0019728560051922596,0.0012187944473749683,0.0007378278425217562
2019-01-2510:33,43850,44000,43850,43950,174442,100,,-0.001243391434478715,0.0018884955685722889,0.001781874424727383,-0.0032282588907855837,-0.005656062628149564,0.0005892644557139019,0.001011939587153208,0.009291457670705132,0.004402936991624976,-0.008330971562773628,-0.004097647118871728,-0.005406500557535537,0.0047279862930833605,7.951492037096961e-05,0.00855879318354838,0.0017751874810183746,-0.005043598220867491,0.001509634898058195,0.0017854635875878676,-0.004396118648701795
2019-01-2510:33,43850,44000,43850,43950,174442,100,,-0.0012433914344787272,0.0018884955685722863,0.0017818744247273856,-0.0032282588907855954,-0.005656062628149574,0.0005892644557138945,0.0010119395871532174,0.009291457670705145,0.004402936991624943,-0.008330971562773626,-0.004097647118871725,-0.005406500557535545,0.004727986293083373,7.951492037098309e-05,0.008558793183548389,0.001775187481018412,-0.005043598220867493,0.0015096348980581985,-0.004396118648701796,0.0017854635875878542
2019-01-2510:33,43850,44000,43850,43950,174442,100,,-0.0012433914344787266,0.0018884955685722646,0.0017818744247273957,-0.003228258890785581,-0.005656062628149559,0.000589264455713908,0.0010119395871532107,0.00929145767070514,0.004402936991624982,-0.008330971562773626,-0.004097647118871718,-0.005406500557535549,0.004727986293083358,7.951492037096824e-05,0.008558793183548394,-0.005043598220867484,0.0017751874810183821,0.0015096348980581913,-0.0043961186487018085,0.0017854635875878566
2019-01-2510:33,43850,44000,43850,43950,174442,100,,-0.0012433914344787266,0.0018884955685722646,0.0017818744247273957,-0.003228258890785581,-0.005656062628149559,0.000589264455713908,0.0010119395871532107,0.00929145767070514,0.004402936991624982,-0.008330971562773626,-0.004097647118871718,-0.005406500557535549,0.004727986293083358,7.951492037096824e-05,0.008558793183548394,-0.005043598220867484,0.0017751874810183821,0.0015096348980581913,-0.0043961186487018085,0.0017854635875878566
2019-01-2510:32,43900,43950,43850,43850,121698,-50,,-0.0012433914344787266,0.0018884955685722646,0.0017818744247273957,-0.003228258890785581,-0.005656062628149559,0.000589264455713908,0.0010119395871532107,0.00929145767070514,0.004402936991624982,-0.008330971562773626,-0.004097647118871718,-0.005406500557535549,0.004727986293083358,7.951492037096824e-05,0.008558793183548394,-0.005043598220867484,0.0017751874810183821,0.0015096348980581913,-0.0043961186487018085,0.0017854635875878566
2019-01-2510:32,43900,43950,43850,43850,121698,-50,,-0.0012433914344787266,0.0018884955685722646,0.0017818744247273957,-0.003228258890785581,-0.005656062628149559,0.000589264455713908,0.0010119395871532107,0.00929145767070514,0.004402936991624982,-0.008330971562773626,-0.004097647118871718,-0.005406500557535549,0.004727986293083358,7.951492037096824e-05,0.008558793183548394,-0.005043598220867484,0.0017751874810183821,0.0015096348980581913,-0.0043961186487018085,0.0017854635875878566
2019-01-2509:39,43850,43900,43850,43850,35186,0,,-0.0012433914344787266,0.0018884955685722646,0.0017818744247273957,-0.003228258890785581,-0.005656062628149559,0.000589264455713908,0.0010119395871532107,0.00929145767070514,0.004402936991624982,-0.008330971562773626,-0.004097647118871718,-0.005406500557535549,0.004727986293083358,7.951492037096824e-05,0.008558793183548394,-0.005043598220867484,0.0017751874810183821,0.0015096348980581913,-0.0043961186487018085,0.0017854635875878566
2019-01-2509:20,43950,44000,43900,43950,73756,0,,-0.0012433914344787266,0.0018884955685722646,0.0017818744247273957,-0.003228258890785581,-0.005656062628149559,0.000589264455713908,0.0010119395871532107,0.00929145767070514,0.004402936991624982,-0.008330971562773626,-0.004097647118871718,-0.005406500557535549,0.004727986293083358,7.951492037096824e-05,0.008558793183548394,-0.005043598220867484,0.0017751874810183821,0.0015096348980581913,-0.0043961186487018085,0.0017854635875878566
2019-01-2509:18,44100,44100,44050,44100,195874,0,,-0.0013327363849935379,0.0014166607031570024,0.001753294217334774,-0.0035572301113850516,-0.005463774045655247,0.0008070410668318058,0.0011270978190382848,0.009397625862655815,0.0043405088630568646,-0.008564830520276095,-0.0039500025243396275,-0.005072776919183237,0.005444399027163035,0.00013532143379567225,0.008221227737950046,-0.004912999458079151,0.0014750260910963372,0.0014993977452943106,-0.004503690310935119,0.0017404397074731195
2019-01-2412:03,42900,42900,42850,42900,3617,0,,-0.0013327363849935379,0.0014166607031570024,0.001753294217334774,-0.0035572301113850516,-0.005463774045655247,0.0008070410668318058,0.0011270978190382848,0.009397625862655815,0.0043405088630568646,-0.008564830520276095,-0.0039500025243396275,-0.005072776919183237,0.005444399027163035,0.00013532143379567225,0.008221227737950046,-0.004912999458079151,0.0014750260910963372,0.0014993977452943106,-0.004503690310935119,0.0017404397074731195
2019-01-2411:12,42750,42800,42750,42750,6509,0,,-0.0012433914344787266,0.0018884955685722646,0.0017818744247273957,-0.003228258890785581,-0.005656062628149559,0.000589264455713908,0.0010119395871532107,0.00929145767070514,0.004402936991624982,-0.008330971562773626,-0.004097647118871718,-0.005406500557535549,0.004727986293083358,7.951492037096824e-05,0.008558793183548394,-0.005043598220867484,0.0017751874810183821,0.0015096348980581913,-0.0043961186487018085,0.0017854635875878566
2019-01-2409:07,42650,42700,42600,42650,46308,0,,-0.0012433914344787266,0.0018884955685722646,0.0017818744247273957,-0.003228258890785581,-0.005656062628149559,0.000589264455713908,0.0010119395871532107,0.00929145767070514,0.004402936991624982,-0.008330971562773626,-0.004097647118871718,-0.005406500557535549,0.004727986293083358,7.951492037096824e-05,0.008558793183548394,-0.005043598220867484,0.0017751874810183821,0.0015096348980581913,-0.0043961186487018085,0.0017854635875878566
2019-01-2409:07,42650,42700,42600,42650,46308,0,,-0.0012433914344787064,0.001888495568572314,0.001781874424727385,-0.003228258890785589,-0.005656062628149579,0.0005892644557139065,0.0010119395871532053,0.009291457670705128,0.004402936991624963,-0.008330971562773624,-0.004097647118871729,-0.005406500557535537,7.951492037096877e-05,0.0047279862930833675,0.0017751874810183832,-0.005043598220867471,0.008558793183548385,0.0015096348980581835,-0.004396118648701832,0.0017854635875878698
2019-01-2213:02,41900,41950,41900,41900,3986,0,,-0.0012433914344787283,0.001888495568572284,0.0017818744247273827,-0.003228258890785589,-0.005656062628149554,0.0005892644557138967,0.0010119395871532163,0.009291457670705132,0.004402936991624955,-0.008330971562773636,-0.004097647118871719,7.951492037096813e-05,-0.005406500557535543,0.0047279862930833675,0.0017751874810184004,-0.0050435982208674995,0.008558793183548396,0.0015096348980582024,-0.0043961186487018016,0.0017854635875878657
2019-01-2211:00,42150,42150,42050,42100,19059,-50,,-0.001243391434478731,0.0018884955685722772,0.0017818744247273702,-0.003228258890785602,-0.0056560626281495574,0.0005892644557138903,0.0010119395871532224,0.00929145767070513,0.004402936991624936,-0.008330971562773631,-0.004097647118871722,7.951492037097787e-05,-0.005406500557535555,0.004727986293083373,0.008558793183548371,-0.005043598220867487,0.0017751874810184338,0.0015096348980582098,-0.004396118648701774,0.0017854635875878607
2019-01-2109:54,42300,42400,42300,42400,37404,100,,-0.001243391434478731,0.0018884955685722772,0.0017818744247273702,-0.003228258890785602,-0.0056560626281495574,0.0005892644557138903,0.0010119395871532224,0.00929145767070513,0.004402936991624936,-0.008330971562773631,-0.004097647118871722,7.951492037097787e-05,-0.005406500557535555,0.004727986293083373,0.008558793183548371,-0.005043598220867487,0.0017751874810184338,0.0015096348980582098,-0.004396118648701774,0.0017854635875878607
2019-01-1815:15,42200,42200,42150,42200,18262,0,,-0.0008598956923622997,0.0016305005182395383,0.0019683663225312058,-0.003321115937105042,-0.005359632141527409,0.0010414486850320703,0.0010460340494899431,0.00953418757510014,0.00492815825363953,-0.00835362608400333,-0.0035727821660009227,0.00017204369372990269,-0.00504428161772923,0.004990322603341891,-0.005282902799051131,0.008568536468946689,0.0016442255851845766,0.001634735777067726,-0.004025054890998844,-0.0013392682035250057
2019-01-1809:20,42100,42150,42100,42100,25075,0,,-0.0008598956923622997,0.0016305005182395383,0.0019683663225312058,-0.003321115937105042,-0.005359632141527409,0.0010414486850320703,0.0010460340494899431,0.00953418757510014,0.00492815825363953,-0.00835362608400333,-0.0035727821660009227,0.00017204369372990269,-0.00504428161772923,0.004990322603341891,-0.005282902799051131,0.008568536468946689,0.0016442255851845766,0.001634735777067726,-0.004025054890998844,-0.0013392682035250057
2019-01-1714:29,41900,41950,41900,41900,10190,0,,-0.0008598956923622997,0.0016305005182395383,0.0019683663225312058,-0.003321115937105042,-0.005359632141527409,0.0010414486850320703,0.0010460340494899431,0.00953418757510014,0.00492815825363953,-0.00835362608400333,-0.0035727821660009227,0.00017204369372990269,-0.00504428161772923,0.004990322603341891,-0.005282902799051131,0.008568536468946689,0.0016442255851845766,0.001634735777067726,-0.004025054890998844,-0.0013392682035250057
2019-01-1710:09,41900,41950,41900,41900,72319,0,,-0.0008598956923622997,0.0016305005182395383,0.0019683663225312058,-0.003321115937105042,-0.005359632141527409,0.0010414486850320703,0.0010460340494899431,0.00953418757510014,0.00492815825363953,-0.00835362608400333,-0.0035727821660009227,0.00017204369372990269,-0.00504428161772923,0.004990322603341891,-0.005282902799051131,0.008568536468946689,0.0016442255851845766,0.001634735777067726,-0.004025054890998844,-0.0013392682035250057
2019-01-1710:09,41900,41950,41900,41900,72319,0,,-0.0008598956923622682,0.0016305005182395474,0.001968366322531228,-0.005359632141527412,-0.0033211159371050345,0.001041448685032085,0.001046034049489939,0.009534187575100134,0.004928158253639567,-0.008353626084003325,-0.00357278216600094,0.0001720436937298862,-0.005044281617729218,0.00499032260334188,-0.005282902799051152,0.008568536468946696,0.001644225585184549,0.001634735777067709,-0.004025054890998856,-0.0013392682035250174
2019-01-1710:09,41900,41950,41900,41900,72319,0,,-0.0008598956923622682,0.0016305005182395474,0.001968366322531228,-0.005359632141527412,-0.0033211159371050345,0.001041448685032085,0.001046034049489939,0.009534187575100134,0.004928158253639567,-0.008353626084003325,-0.00357278216600094,0.0001720436937298862,-0.005044281617729218,0.00499032260334188,-0.005282902799051152,0.008568536468946696,0.001644225585184549,0.001634735777067709,-0.004025054890998856,-0.0013392682035250174
2019-01-1710:08,41950,42000,41900,41950,149242,0,,-0.0008598956923622922,0.0016305005182395715,0.00196836632253119,-0.005359632141527418,-0.0033211159371050692,0.001041448685032062,0.0010460340494899455,0.009534187575100127,0.0049281582536395046,-0.008353626084003335,-0.003572782166000949,0.0001720436937299186,-0.005044281617729238,0.004990322603341914,-0.005282902799051119,0.008568536468946694,0.0016347357770677361,0.0016442255851845979,-0.004025054890998839,-0.0013392682035250048
2019-01-1710:08,41950,42000,41900,41950,149242,0,,-0.0008598956923622759,0.00163050051823955,0.0019683663225312144,-0.005359632141527424,-0.003321115937105048,0.0010414486850320729,0.0010460340494899414,0.009534187575100137,0.004928158253639535,-0.008353626084003328,-0.0035727821660009327,0.0001720436937299031,-0.005044281617729228,0.004990322603341893,-0.0052829027990511455,0.008568536468946692,0.0016347357770677099,-0.004025054890998832,0.0016442255851845807,-0.001339268203525018
2019-01-1710:08,41950,42000,41900,41950,149242,0,,-0.0008598956923622722,0.0016305005182395953,0.001968366322531184,-0.005359632141527437,-0.003321115937105071,0.0010414486850320703,0.0010460340494899364,0.009534187575100123,0.0049281582536394855,-0.008353626084003338,-0.0035727821660009405,0.0001720436937299142,-0.005044281617729225,0.004990322603341933,-0.005282902799051123,-0.004025054890998853,0.008568536468946689,0.0016347357770677333,0.0016442255851845987,-0.001339268203525011
2019-01-1710:00,41800,41800,41750,41750,8922,-50,,-0.0008598956923622559,0.0016305005182395641,0.001968366322531209,-0.005359632141527435,-0.003321115937105048,0.0010414486850320855,0.0010460340494899498,0.009534187575100122,0.004928158253639549,0.00017204369372990214,-0.00835362608400332,-0.0035727821660009305,-0.005044281617729223,0.004990322603341903,-0.005282902799051138,0.008568536468946683,-0.004025054890998851,0.0016347357770677105,0.001644225585184554,-0.0013392682035250323
2019-01-1709:41,41650,41700,41600,41650,33962,0,,-0.0008598956923622559,0.0016305005182395641,0.001968366322531209,-0.005359632141527435,-0.003321115937105048,0.0010414486850320855,0.0010460340494899498,0.009534187575100122,0.004928158253639549,0.00017204369372990214,-0.00835362608400332,-0.0035727821660009305,-0.005044281617729223,0.004990322603341903,-0.005282902799051138,0.008568536468946683,-0.004025054890998851,0.0016347357770677105,0.001644225585184554,-0.0013392682035250323
2019-01-1609:21,41050,41100,41000,41050,26342,0,,-0.0008598956923622866,0.0016305005182395403,0.0019683663225312023,-0.0053596321415274074,-0.0033211159371050528,0.0010414486850320705,0.001046034049489939,0.009534187575100137,0.0049281582536395314,0.0001720436937299037,-0.008353626084003335,-0.0035727821660009283,-0.00504428161772923,0.004990322603341901,-0.005282902799051139,-0.004025054890998844,0.008568536468946687,0.0016347357770677227,0.0016442255851845894,-0.0013392682035250024
2019-01-1514:29,40800,40850,40800,40800,10001,0,,-0.0008598956923622866,0.0016305005182395403,0.0019683663225312023,-0.0053596321415274074,-0.0033211159371050528,0.0010414486850320705,0.001046034049489939,0.009534187575100137,0.0049281582536395314,0.0001720436937299037,-0.008353626084003335,-0.0035727821660009283,-0.00504428161772923,0.004990322603341901,-0.005282902799051139,-0.004025054890998844,0.008568536468946687,0.0016347357770677227,0.0016442255851845894,-0.0013392682035250024
2019-01-1511:17,40750,40750,40700,40750,7233,0,,-0.0008598956923622381,0.001630500518239581,0.0019683663225312136,-0.0053596321415274595,-0.0033211159371050692,0.0010414486850320868,0.0010460340494899453,0.009534187575100125,0.00017204369372991708,0.004928158253639514,-0.008353626084003344,-0.0035727821660009314,-0.005044281617729223,0.004990322603341941,-0.00528290279905113,0.008568536468946711,-0.004025054890998863,0.0016347357770676967,0.0016442255851845532,-0.001339268203525032
2019-01-1511:03,40750,40750,40700,40700,9517,-50,,-0.0008598956923622535,0.0016305005182395943,0.0019683663225311975,-0.005359632141527454,-0.0033211159371050966,0.00104144868503208,0.0010460340494899256,0.009534187575100134,0.00017204369372992272,0.004928158253639489,-0.008353626084003337,-0.003572782166000953,0.004990322603341954,-0.005044281617729228,-0.005282902799051115,-0.004025054890998829,0.008568536468946696,0.00163473577706771,0.0016442255851845885,-0.001339268203525028
2019-01-1413:49,40200,40250,40200,40200,5653,0,,-0.0012433914344787108,0.0018884955685722897,0.0017818744247273845,-0.005656062628149591,-0.0032282588907855923,0.0005892644557139003,0.001011939587153226,0.009291457670705133,7.951492037098259e-05,0.004402936991624964,-0.008330971562773622,-0.004097647118871729,0.004727986293083375,-0.005406500557535555,-0.005043598220867492,0.008558793183548389,-0.004396118648701806,0.0015096348980581779,0.0017751874810184038,0.0017854635875878674
2019-01-1411:52,40250,40400,40250,40400,215301,150,,-0.0012433914344787108,0.0018884955685722897,0.0017818744247273845,-0.005656062628149591,-0.0032282588907855923,0.0005892644557139003,0.001011939587153226,0.009291457670705133,7.951492037098259e-05,0.004402936991624964,-0.008330971562773622,-0.004097647118871729,0.004727986293083375,-0.005406500557535555,-0.005043598220867492,0.008558793183548389,-0.004396118648701806,0.0015096348980581779,0.0017751874810184038,0.0017854635875878674
2019-01-1411:12,40350,40350,40250,40250,56938,-100,,-0.00124339143447874,0.0018884955685722685,0.0017818744247273903,-0.0032282588907855746,-0.00565606262814955,0.0005892644557138939,0.0010119395871532031,7.951492037096459e-05,0.00929145767070515,0.00440293699162499,-0.008330971562773631,-0.00409764711887172,0.004727986293083355,-0.005406500557535542,0.008558793183548376,-0.005043598220867482,-0.0043961186487018215,0.0015096348980582063,0.001775187481018388,0.0017854635875878691
2019-01-1411:00,40300,40350,40300,40350,10810,50,,-0.001243391434478746,0.0018884955685722748,0.0017818744247273804,-0.005656062628149549,-0.00322825889078558,0.0005892644557138933,0.0010119395871532142,7.951492037096447e-05,0.009291457670705125,0.004402936991624963,-0.00833097156277364,-0.004097647118871722,0.004727986293083365,0.00855879318354838,-0.005406500557535556,-0.005043598220867489,-0.004396118648701784,0.0015096348980582076,0.001775187481018432,0.0017854635875878585
2019-01-1409:48,40450,40500,40400,40500,68026,50,,-0.0012433914344787314,0.0018884955685722826,0.0017818744247273814,-0.005656062628149556,-0.0032282588907855715,0.0005892644557139004,0.0010119395871532064,0.009291457670705128,7.951492037096695e-05,0.004402936991624976,-0.008330971562773626,-0.0040976471188717235,0.004727986293083359,0.008558793183548392,-0.00540650055753555,-0.005043598220867483,-0.004396118648701802,0.0015096348980581937,0.0017751874810183995,0.0017854635875878537
2019-01-1409:37,40300,40350,40300,40300,16508,0,,-0.0012433914344787314,0.0018884955685722826,0.0017818744247273814,-0.005656062628149556,-0.0032282588907855715,0.0005892644557139004,0.0010119395871532064,0.009291457670705128,7.951492037096695e-05,0.004402936991624976,-0.008330971562773626,-0.0040976471188717235,0.004727986293083359,0.008558793183548392,-0.00540650055753555,-0.005043598220867483,-0.004396118648701802,0.0015096348980581937,0.0017751874810183995,0.0017854635875878537
2019-01-1409:36,40300,40350,40300,40350,47928,50,,-0.0012433914344787314,0.0018884955685722826,0.0017818744247273814,-0.005656062628149556,-0.0032282588907855715,0.0005892644557139004,0.0010119395871532064,0.009291457670705128,7.951492037096695e-05,0.004402936991624976,-0.008330971562773626,-0.0040976471188717235,0.004727986293083359,0.008558793183548392,-0.00540650055753555,-0.005043598220867483,-0.004396118648701802,0.0015096348980581937,0.0017751874810183995,0.0017854635875878537
2019-01-1109:22,40300,40300,40250,40250,23403,-50,,-0.00124339143447873,0.0018884955685722828,0.0017818744247273882,-0.0056560626281495505,-0.0032282588907855685,0.0005892644557139068,0.0010119395871532031,0.009291457670705132,7.951492037095021e-05,0.004402936991624988,-0.008330971562773633,-0.004097647118871725,0.004727986293083352,0.008558793183548399,-0.005043598220867494,-0.0054065005575355445,-0.0043961186487018016,0.0015096348980581991,0.0017751874810183876,0.0017854635875878561
2019-01-1011:50,39800,39800,39750,39750,29599,-50,,-0.00124339143447873,0.0018884955685722828,0.0017818744247273882,-0.0056560626281495505,-0.0032282588907855685,0.0005892644557139068,0.0010119395871532031,0.009291457670705132,7.951492037095021e-05,0.004402936991624988,-0.008330971562773633,-0.004097647118871725,0.004727986293083352,0.008558793183548399,-0.005043598220867494,-0.0054065005575355445,-0.0043961186487018016,0.0015096348980581991,0.0017751874810183876,0.0017854635875878561
2019-01-1011:03,39850,39900,39850,39850,24418,0,,-0.00124339143447873,0.0018884955685722828,0.0017818744247273882,-0.0056560626281495505,-0.0032282588907855685,0.0005892644557139068,0.0010119395871532031,0.009291457670705132,7.951492037095021e-05,0.004402936991624988,-0.008330971562773633,-0.004097647118871725,0.004727986293083352,0.008558793183548399,-0.005043598220867494,-0.0054065005575355445,-0.0043961186487018016,0.0015096348980581991,0.0017751874810183876,0.0017854635875878561
2019-01-1010:52,39750,39800,39700,39800,36117,50,,-0.00124339143447873,0.0018884955685722828,0.0017818744247273882,-0.0056560626281495505,-0.0032282588907855685,0.0005892644557139068,0.0010119395871532031,0.009291457670705132,7.951492037095021e-05,0.004402936991624988,-0.008330971562773633,-0.004097647118871725,0.004727986293083352,0.008558793183548399,-0.005043598220867494,-0.0054065005575355445,-0.0043961186487018016,0.0015096348980581991,0.0017751874810183876,0.0017854635875878561
2019-01-1009:16,39850,39850,39700,39750,61086,-100,,-0.00124339143447873,0.0018884955685722828,0.0017818744247273882,-0.0056560626281495505,-0.0032282588907855685,0.0005892644557139068,0.0010119395871532031,0.009291457670705132,7.951492037095021e-05,0.004402936991624988,-0.008330971562773633,-0.004097647118871725,0.004727986293083352,0.008558793183548399,-0.005043598220867494,-0.0054065005575355445,-0.0043961186487018016,0.0015096348980581991,0.0017751874810183876,0.0017854635875878561
2019-01-0911:18,39100,39100,39050,39050,16878,-50,,-0.0012433914344787407,0.0018884955685722622,0.0017818744247273856,-0.005656062628149552,-0.0032282588907855737,0.0005892644557138943,0.001011939587153212,0.009291457670705125,7.951492037096806e-05,0.004402936991624971,-0.008330971562773641,-0.004097647118871716,0.00472798629308337,0.008558793183548389,-0.005043598220867495,-0.004396118648701782,-0.00540650055753557,0.001509634898058202,0.0017751874810184283,0.0017854635875878596
2019-01-0814:52,38500,38600,38500,38600,50968,100,,-0.0012433914344787407,0.0018884955685722622,0.0017818744247273856,-0.005656062628149552,-0.0032282588907855737,0.0005892644557138943,0.001011939587153212,0.009291457670705125,7.951492037096806e-05,0.004402936991624971,-0.008330971562773641,-0.004097647118871716,0.00472798629308337,0.008558793183548389,-0.005043598220867495,-0.004396118648701782,-0.00540650055753557,0.001509634898058202,0.0017751874810184283,0.0017854635875878596
2019-01-0814:51,38550,38600,38500,38550,44249,0,,-0.0012433914344787407,0.0018884955685722622,0.0017818744247273856,-0.005656062628149552,-0.0032282588907855737,0.0005892644557138943,0.001011939587153212,0.009291457670705125,7.951492037096806e-05,0.004402936991624971,-0.008330971562773641,-0.004097647118871716,0.00472798629308337,0.008558793183548389,-0.005043598220867495,-0.004396118648701782,-0.00540650055753557,0.001509634898058202,0.0017751874810184283,0.0017854635875878596
2019-01-0814:51,38550,38600,38500,38550,44249,0,,-0.0012433914344787175,0.0018884955685722897,0.001781874424727382,-0.005656062628149579,-0.003228258890785596,0.0005892644557139005,0.0010119395871532107,0.009291457670705133,0.004402936991624967,7.951492037098304e-05,-0.008330971562773624,-0.004097647118871731,0.004727986293083382,0.008558793183548389,-0.0050435982208674865,-0.004396118648701817,-0.005406500557535537,0.0015096348980581933,0.0017751874810183895,0.001785463587587868
