datetime,open,high,low,close,volume,prev,article
2018-12-12 09:49,40500,40500,40450,40500,14584,0,【서울뉴시스】이진영 기자  한국 증시 대장주인 삼성전자 주가가 12일 장 초반 저가 매수세 유입으로 상승세다.이날 오전 9시12일 현재 유가증권시장에서 삼성전자는 하루 전보다 100원0.25 상승한 4만350원에 거래되고 있다. 앞서 삼성전자는 지난 10일 750원1.83 하락한 4만200원에 마감했다. 당시 장중 한 때 심리적 저항선으로 여겨지는 4만원까지 하락하며 2017년 3월 5일 이후 최저가를 기록했다. 반도체 경기가 꺾일 것이라는 우려가 예상보다 빠르게 진행되고 있다는 분석 때문이다.하지만 삼성전자 주가는 11일0.12 반등에 성공했다. 이어 이날 현재까지 이틀째 위로 방향을 유지하고 있다. 밸류에이션이 10년 만에 최저치로 떨어진 데 따라 저가 매수세가 유입되고 있는 것이 배경으로 작용하고 있다. 다만 4만1000원선 밑으로 종가가 내려온 지난 6일 이후부터 전일까지 나흘간 외국인은 삼성전자를 3010억원 순매도했다. 기관도 292억원 순매수하는 데 그쳤다. 반면 개인은 2689억원 순매수했다. 이재윤 유안타증권 연구원은 이날 보고서를 통해 메모리반도체 단기 시황이 악화된 만큼 개선되는 시점도 다소 지연될 것이라며 삼성전자의 내년 영업이익 전망치를 56조원전년동기대비 10으로 하향 조정한다라고 발표했다. 동시에 삼성전자 목표주가를 5만2000원으로 기존 7만6000원보다 46.2 내렸다. 투자의견은 매수를 유지했다. 이 연구원은 내년 메모리 업종 실적이 ‘상저하고’ 패턴을 나타낼 것이라는 전망은 여전히 유효하다며 미중 무역전쟁이라는 거시경제 이벤트로 실적 부진을 선반영하며 주가수익비율PER 6배 미만에서 거래가 되고 있기 때문에 저가 매수 전략은 유효하다고 덧붙였다. mintnewsis.com저작권자ⓒ 한국언론 뉴스허브 뉴시스통신사. 무단전재재배포 금지.
2018-12-13 11:00,40250,40250,40200,40250,13365,0,【서울뉴시스】김종민 기자  삼성전자가 14일까지 수원 ‘삼성 디지털 시티’에서 임직원들의 나눔활동 실천을 격려하기 위한 ‘2018 발룬티어 페어Volunteer Fair’를 개최한다.지난주부터 시작된 ‘발룬티어 페어’에서는 올 한 해 ‘삼성 디지털 시티’임직원들이 펼친 다양한 사회공헌 활동 사진을 전시하고 시상식을 가지며 나눔의 정신을 되새겼다.12일에는 올 해 우수 봉사자와 봉사팀을 선정하는 나눔 시상식도 진행됐다. 이번 시상식에서는 우수 봉사자 7명베스트 자원봉사 3명 헌혈 3명 교육 나눔 1명과 우수 봉사팀 7팀이 선정됐다.이 중 베스트 자원봉사자로 선정된 영상디스플레이사업부 김용운 연구원은 1년간 봉사에 총 613시간을 쓰며 봉사시간 1위를 기록했다.  김 연구원은 독거 어르신 가구 방문 영아 일시 보호소 자원봉사 지역아동센터 어린이 대상 학습 지도 어르신 대상 발마사지 등 다양한 분야에서 봉사 활동을 실시했다.  우수 봉사팀에 선정된 ‘희망해요 VR’팀은 거동이 불편한 어르신과 장애인들을 대상으로 기어 VR을 활용해 다양한 가상 체험을 할 수 있도록 도왔다. 특히 다문화 가정을 대상으로 삼성전자 해외 법인과 연계해 고향집을 영상에 담아 보여주는 봉사도 했다.한편 삼성전자는 ‘발룬티어 페어’기간동안 식당 등 공용 장소에 과자 사탕 등 간식과 카드를 준비해 임직원들이 경기도 내 지역아동센터 1004명의 어린이들에게 줄 선물을 직접 만들 수 있도록 했다. jmkimnewsis.com저작권자ⓒ 한국언론 뉴스허브 뉴시스통신사. 무단전재재배포 금지.
2018-12-13 14:47,40250,40250,40200,40250,18692,0,【서울뉴시스】고은결 기자  삼성전자는 지난 12일 정기 조직개편에서 스마트공장지원센터를 신설했다고 13일 밝혔다. 스마트공장지원센터는 대표이사 직속 조직으로 지난 2015년 스마트공장 지원 사업을 추진하기 위해 만든 스마트공장 지원 TF를 격상시킨 조직이다.이번 개편은 지난 8월8일 삼성이 발표한 경제 활성화와 일자리 창출 방안중 하나인 스마트공장 구축 사업을 이행하기 위한 조치다.센터장에는 사장급인 글로벌 최고 제조전문가로 통하는 김종호 전 글로벌품질혁신실장고문이 임명됐다. 김종호 고문은 1983년 삼성전자에 입사해 줄곧 생산 관리업무를 담당한 제조 전문가다.김 고문은 2013년 삼성전자의 전사 품질을 책임지는 글로벌 기술센터장사장으로 승진했고 지난해 3월 신설돼 삼성전자 세트사업 전반에 걸친 품질과 제조 혁신활동을 주도하는 글로벌품질혁신실 실장사장을 거쳤다.삼성전자는 2015년부터 3년간 추진한 국내 중소·중견기업 대상 스마트공장 구축 지원 사업을 올해부터 2022년까지 5년간 연장했다. 기존 제조경쟁력 강화 중심의 지원에서 한 발 더 나아가 ▲인력양성 ▲기술확보 ▲특허개방 ▲판로개척까지 지속가능 체계를 구축해주는 종합지원 활동으로 지원을 확대했다.이를 위해 삼성전자는 중소벤처기업부와 함께 매년 각각 100억원씩 향후 5년간 총 1000억원을 조성해 2500개의 중소기업에 스마트공장을 확대한다.삼성전자는 또한 우수 제품 지원과 기술 전시회 개최 국내외 거래선이나 투자자 발굴과 매칭 등에 5년 간 총 100억원의 재원을 추가했다.삼성전자는 지난 10월 중소벤처기업부 중기중앙회와 함께 스마트공장 보급·확산 협력을 위한 업무 협약을 체결한 바 있다.이 외에도 삼성전자는 제조현장 혁신 공장운영시스템 제조자동화 등에서 총 150여명의 임직원을 선발해 스마트공장 지원 기업의 현장에 상주하거나 상시 방문해 제조 노하우를 기업 현장에 맞도록 전수해 주고 있다.삼성전자는 향후 5년 간의 지원 확대를 통해 스마트공장 구축이 협력회사뿐만 아니라 국내 일반 중소기업의 종합적인 경쟁력을 강화해 매출이 확대되기를 기대했다. 또한 제조현장 혁신을 통해 중소기업 혁신기반을 마련하는 등 사회적 가치창출에 기여하고 약 1만5000개의 일자리가 창출될 것으로 기대했다.한편 삼성전자는 2015년 120개 중소·중견기업을 시작으로 2016년 479개사 2017년 487개사를 지원해 3년간 1086개사를 대상으로 스마트공장 구축 사업을 전개했다. kegnewsis.com저작권자ⓒ 한국언론 뉴스허브 뉴시스통신사. 무단전재재배포 금지.
2018-12-14 09:18,39400,39450,39350,39450,53659,50,【서울뉴시스】하종민 기자  삼성전자005930 주가가 실적 부진 전망에 장중 4만원 아래로 떨어졌다.14일 오전 9시17분 현재 삼성전자 주가는 전 거래일4만원 대비 600원1.50 내린 3만9400원에 거래되고 있다. 이날 현재까지 삼성전자 주가는 장중 1.63까지 떨어졌다.신한금융투자는 4분기 삼성전자의 영업이익 전망치를 전분기 대비 23.1 감소한 13조5100억원으로 예상했다. 매출액은 같은 기간 6.8 줄어든 60조9900억원으로 전망했다.최도연 신한금융투자 연구원은 주력 사업부인 반도체와 IM 실적이 감소할 전망이다며 특히 반도체는 전방 수요 둔화에 의한 출하량 감소로 실적이 시장 예상을 하회할 것이라고 내다봤다. hahahanewsis.com저작권자ⓒ 한국언론 뉴스허브 뉴시스통신사. 무단전재재배포 금지.
2018-12-14 10:50,38950,38950,38900,38950,7117,0,삼성전자 주가가 장중 3만원대로 떨어졌다. 지난 5월 액면 분할 이후 최저가를 기록했다. 주당 250만원대에서 5만원대로 50분의 1 액면분할 하며 출발했던 삼성전자 주가가 실적 부진 전망에 흔들리고 있다.       14일 삼성전자 4만원 붕괴 3.25 급락5월 액면분할 5만1900원으로 출발7개월 만에 3만원대로 추락증권사 삼성전자 목표 주가 하향 조정   14일 증시에서 삼성전자 주식은 하루 전보다 1050원2.63 하락한 3만8950원에 마감했다. 전날 삼성전자 주가는 4만450원으로 출발해 하락세를 이어가다 4만원으로 ‘턱걸이’ 마감했다. 바로 다음 날 증시 개장과 함께 4만원 선이 무너졌다. 이날 오전 장중 한때 전일 대비 3.25 하락한 3만8700원에 거래되기도 했다.             반도체 업황 부진에 따른 실적 악화 전망에 삼성전자 주가가 내리막길을 걷고 있다. 서울 서초동 삼성전자 사옥. 연합뉴스              지난 5월 4일 50분의 1 액면분할주당 265만→5만3000원한 후 처음으로 4만원대가 깨졌다.           반도체 수요 부진과 재고 상승 이에 따른 가격 하락이 삼성전자 실적 악화로 이어질 것이란 진단에 잇따르면서다. 검찰이 삼성바이오로직스와 삼성물산을 13일 압수 수색을 했다는 소식까지 전해지면서 주가에 찬물을 끼얹었다. 삼성그룹 지배구조 문제와 얽혀있는 삼성바이오 삼성물산이 사정 당국의 ‘칼날’ 위에 오르면서 그룹 대장주인 삼성전자 주가까지 흔들리는 모양새다.             13일 오후 인천 연수구 삼성바이오로직스 본사에서 직원들이 드나들고 있다. 이날 검찰이 삼성바이오의 고의 분식회계 의혹과 관련해 압수수색에 나섰다. 삼성바이오와 삼성물산에 대한 검찰 수사가 본격화 하면서 삼성그룹 지배구조 문제가 불거졌고 삼성전자 주가에도 영향을 미쳤다. 뉴스1    액면분할 후 7개월 동안 증발한 삼성전자 시가총액은 107조7012억원에 이른다.          시가총액 1위 삼성전자 주가가 휘청이면서 코스피 시장도 타격을 입었다. 이날 코스피 지수는 전일 대비 26.17포인트1.25 내린 2069.38로 거래를 마쳤다. 전날 2095.55에서 곧바로 2060대로 주저앉았다.           ‘부진’ ‘하강’ ‘불확실성’. 삼성전자 실적과 주가를 예상하는 증권사 보고서에 이런 단어가 넘쳐난다. 반등의 기미도 아직 찾기 힘들다.           증권사는 삼성전자 목표 주가를 줄줄이 하향 조정 중이다. 이날 신영증권은 삼성전자 목표 주가를 5만6000원에서 5만2000원으로 4000원 낮춰잡았다. 이 회사 이원식 연구원은 ”수요 둔화에 따른 가격 하락세 심화로 반도체 부문의 실적 둔화는 가시화되고 있다”며 “내년 모바일을 중심으로 한 업체 간 가격 경쟁은 더욱 더 치열해 질 것이며 지배구조 불확실성 또한 여전히 상존하면서 당분간 추세적인 주가 상승을 예상하기는 쉽지 않다”고 분석했다. 대신증권도 삼성전자 목표 주가를 5만8000원에서 5만5000원으로 11일 수정했다.           6만7만원대였던 삼성전자 적정 주가를 5만원대로 낮춰 잡는 증권사도 속속 나오고 있다. 유안타증권은 12일 삼성전자 목표 주가를 5만2000원으로 조정했다. 삼성전자 주식이 액면분할 한 지난 5월 제시했던 7만6000원에서 2만4000원 낮췄다. 지난 10일 BNK투자증권도 6만원에서 5만5000원으로 목표 주가를 하향 조정했다.                이경호 삼성증권 연구원은 “올 4분기 삼성전자 영업이익 예상치를 14조원에서 13조2000억원으로 하향 조정한다”며 “하향 조정이 반도체 경기 하강을 의미한다고 하기엔 이르지만 반도체 구매 지연이 발생하고 있고 스마트폰 세트 수요가 둔화하는 등 불확실성은 커지고 있다”고 진단했다.          유종우 한국투자증권 연구원도 “메모리 반도체 수요가 예상보다 부진하면서 가격 하락 폭이 확대되고 있다”며 “올 4분기 D램 가격은 전 분기 대비 8 낸드 가격은 1820 하락할 전망”이라고 밝혔다. 그러면서 유 연구원은 “삼성전자와 SK하이닉스 4분기 실적이 당초 예상을 하회하고 메모리 업체의 재고가 예상보다 가파르게 증가해 가격에 또 부담을 줄 것”이라고 예상했다.          주가 부진이 당분간 이어질 것이란 관측이 우세하다. 어규진 이베스트투자증권 연구원은 ”내년 상반기 메모리 반도체 가격 하락 지속이 예상되면서 최근 고객은 재고 소진 중심의 보수적인 구매 정책을 펼치고 있다”며 “결국 낮아진 메모리 가격으로 인한 수요 회복은 성수기에 진입하는 내년 하반기 본격화될 전망”이라며 삼성전자 주가의 단기 부진은 불가피하다고 관측했다.          조현숙 기자 newearjoongang.co.kr
2018-12-17 10:04,39200,39250,39200,39200,14520,0,【서울뉴시스】김동현 기자  네이블153460이 차세대 메시지 서비스 개시 소식에 장 초반 강세를 보이고 있다. 17일 오전 9시20분 현재 네이블의 주가는 전 거래일보다 1015원22.68오른 5490원에 거래되고 있다. 네이블은 유무선 융합 통신 솔루션 전문업체로 유무선 융합 통신 솔루션RCS 및 AllIP 통신보안 솔루션 가상화 관련 솔루션을 개발 및 공급하고 있다. 주요 고객군은 국내외 통신 사업자 단말제조사 기업 및 관공서 등이다. 한편 삼성전자와 SK텔레콤 KT LG유플러스 이동통신 3사는 조만간 휴대전화 운영체제OS를 업데이트 하는 방식으로 RCS를 선보일 것으로 알려졌다. 관련업계에서는 네이블이 RCS 도입에 따른 최대 수혜주가 될 수 있다는 전망이다. oj1001newsis.com저작권자ⓒ 한국언론 뉴스허브 뉴시스통신사. 무단전재재배포 금지.
2018-12-18 11:00,39200,39200,39150,39200,5614,0,【서울뉴시스】김종민 기자  삼성전자가 세계 최대 공항을 목표로 하고 있는 터키 이스탄불 신공항에 스마트 사이니지공공장소나 상업공간에 설치되는 디스플레이 700여대를 설치했다고 18일 밝혔다. 터키 이스탄불 신공항은 지난 10월 29일 1단계 개항식을 갖고 전세계 약 350개 도시에 취항 예정이며 2023년 4단계까지 완공 시 연간 2억여명을 수용할 수 있는 초대형 공항이다.수속 카운터 여권 심사 구역 대기 구역 수하물 수취지역 등 공항 곳곳에 설치된 삼성 스마트 사이니지는 전 세계 여행객들에게 항공기 출도착·수하물 정보 등을 신속하고 효율적으로 전달할 예정이다.그 중에서도 LED 사이니지는 총 설치 면적이 1012㎡에 달해 공항 내부에 설치된 LED 스크린으로는 세계 최대 규모를 자랑한다. 또 국제선 출입국장에는 아시아와 유럽을 잇는 허브공항의 이미지에 맞게 194㎡의 대형 LED 미디어월을 마주 보게 설치했다.이번에 공급한 삼성 스마트 사이니지는 공항 실내 환경에 적합하도록 빛 반사 방지 패널을 적용해 UHD 화질의 선명한 이미지와 정보를 24시간 제공하며 IP5X 등급 방진 인증을 획득해 유동인구가 많은 곳에서도 먼지나 이물질에 강한 내구성을 가져 제품 품질 신뢰도를 확보했다.이스탄불 신공항 CEO 카드리 삼순루Kadri Samsunlu는 이스탄불 신공항 프로젝트는 터키의 역사와 세계 항공 산업에 있어 매우 중요한 프로젝트이므로 브랜드 신뢰도와 품질이 뛰어난 삼성을 선택했다며 앞으로 이스탄불 신공항은 세계 허브 공항으로서의 역할뿐만 아니라 차세대 스마트 공항으로 자리매김할 것으로 기대한다고 말했다.삼성전자 영상디스플레이사업부 김석기 부사장은 삼성 스마트 사이니지가 세계 최대 규모 공항을 목표로 하는 이스탄불 신공항 프로젝트에 기여할 수 있어 기쁘다며 앞으로도 공항 등 다양한 공공장소에 최적의 제품과 솔루션을 제공해 공공 인프라를 혁신하는데 도움이 될 수 있도록 노력하겠다고 말했다.한편 삼성전자는 지난 1월에 개항한 인천공항 제2터미널과 아랍에미리트 두바이 국제공항에 스마트 사이니지를 대거 공급한 바 있다. jmkimnewsis.com저작권자ⓒ 한국언론 뉴스허브 뉴시스통신사. 무단전재재배포 금지.
2018-12-18 11:15,39100,39100,39050,39100,5644,0,▲ 삼성전자 LED 사이니지 터키 이스탄불 신공항©삼성전자삼성전자가 세계 최대 공항을 목표로 하고 있는 터키 이스탄불 신공항에 스마트 사이니지 7백여대를 설치했다.터키 이스탄불 신공항은 지난 10월 29일 1단계 개항식을 갖고 전세계 약 350개 도시에 취항 예정이며 2023년 4단계까지 완공 시 연간 2억여명을 수용할 수 있는 초대형 공항이다. 수속 카운터 여권 심사 구역 대기 구역 수하물 수취지역 등 공항 곳곳에 설치된 삼성 스마트 사이니지는 전 세계 여행객들에게 항공기 출도착·수하물 정보 등을 신속하고 효율적으로 전달할 예정이다. 그 중에서도 LED 사이니지는 총 설치 면적이 1012 제곱 미터에 달해 공항 내부에 설치된 LED 스크린으로는 세계 최대 규모를 자랑한다.또한 국제선 출입국장에는 아시아와 유럽을 잇는 허브공항의 이미지에 맞게 194 제곱 미터의 대형 LED 미디어월을 마주 보게 설치했다.이번에 공급한 삼성 스마트 사이니지는 공항 실내 환경에 적합하도록 빛 반사 방지 패널을 적용해 UHD 화질의 선명한 이미지와 정보를 24시간 제공하며 IP5X 등급 방진 인증을 획득해 유동인구가 많은 곳에서도 먼지나 이물질에 강한 내구성을 가져 제품 품질 신뢰도를 확보했다.이스탄불 신공항 CEO 카드리 삼순루Kadri Samsunlu는 이스탄불 신공항 프로젝트는 터키의 역사와 세계 항공 산업에 있어 매우 중요한 프로젝트이므로 브랜드 신뢰도와 품질이 뛰어난 삼성을 선택했다며 앞으로 이스탄불 신공항은 세계 허브 공항으로서의 역할뿐만 아니라 차세대 스마트 공항으로 자리매김할 것으로 기대한다고 말했다.삼성전자 영상디스플레이사업부 김석기 부사장은 삼성 스마트 사이니지가 세계 최대 규모 공항을 목표로 하는 이스탄불 신공항 프로젝트에 기여할 수 있어 기쁘다며 앞으로도 공항 등 다양한 공공장소에 최적의 제품과 솔루션을 제공해 공공 인프라를 혁신하는데 도움이 될 수 있도록 노력하겠다고 말했다.한편 삼성전자는 지난 1월에 개항한 인천 공항 제 2 터미널과 아랍에미리트 두바이 국제공항에 스마트 사이니지를 대거 공급한 바 있다.신근호 기자 danielbtbetanews.net 경제신문의 새로운 지평. 베타뉴스 www.betanews.net 
2018-12-18 11:51,39100,39150,39100,39150,5787,50,【서울뉴시스】고은결 기자  삼성전자가 소속 임직원들에게 지급하는 하반기 성과금 규모가 사업 부문별 실적에 따라 갈릴 것으로 보인다.18일 삼성전자에 따르면 이달 말 임직원을 대상으로 목표달성 장려금TAI를 지급할 예정이다.삼성전자는 매년 상반기 하반기에 나눠 한차례씩 성과급인 TAI를 지급한다. 사업부문 및 산하 사업부 실적을 평가해 최대 월 기본급의 100에 해당하는 금액을 지급한다.사상 최대 실적을 경신한 디바이스솔루션DS 부문 반도체 사업부 직원들은 100를 지급받을 것으로 알려졌다. 반도체 사업부는 지난 몇 년 간 상·하반기 TAI 100를 받아왔다.IT모바일IM부문과 소비자가전CE부문은 각 사업부에 따라 편차가 있을 전망이다. CE부문은 각 사업부에 따라 5075 IM부문 무선사업부는 25를 받을 것으로 전해졌다.앞서 지난 상반기에는 반도체사업부와 무선사업부는 100 CE부문은 각 사업부에 따라 5075를 받은 것으로 알려졌다.IM부문의 경우 악화된 수익성에 성과급 규모 또한 줄어든 것으로 풀이된다. 올해 3분기 IM부문의 영업이익은 전년 대비 33 감소한 2조2000억원을 기록했다.삼성전자는 최근 스마트폰 시장 성장세가 둔화하고 중국 업체들의 성장으로 경쟁이 심화하며 고민에 빠진 상황이다.이에 삼성전자는 최근 연말 임원인사를 통해 IM 무선사업부 노태문 부사장을 사장으로 승진시키며 IM부문에 힘을 실어줬다. IM부문의 쇄신은 보직 인사에서도 이어졌다. 이영희 무선사업부 마케팅팀장부사장은 글로벌마케팅GMC총괄직만 맡게 됐으며 후임으로는 최승은 무선사업부 리테일마케팅팀 전무가 겸직하게 됐다.한편 삼성전자는 내년 1월 말께는 임직원들에 초과이익성과금OPI을 지급 예정이다. OPI는 최대 연봉의 50를 지급한다. kegnewsis.com저작권자ⓒ 한국언론 뉴스허브 뉴시스통신사. 무단전재재배포 금지.
2018-12-18 12:04,39000,39050,39000,39000,5958,0,삼성전자 본사 자료사진 중앙 포토    삼성전자가 이달 말 임직원들에게 ‘목표달성 장려금’TAI을 지급하면서 사업 부문별로 실적에 따라 비교적 큰 차이를 두기로 한 것으로 알려졌다. 특히 무선사업부의 경우 2016년 ‘갤럭시노트7’ 발화 사고가 있을 때보다도 보너스를 줄였다.          18일 업계에 따르면 삼성전자는 최근 사업 부문별 실적 평가를 마무리하고 오는 24일 TAI를 지급할 계획이다.         성과급인 TAI는 매년 상·하반기에 각각 한차례 지급된다. 사업 부문 및 산하 사업부 실적 등을 토대로 A∼D 등급으로 분류한 뒤 월 기본급을 기준으로 최저 0에서 최고 100를 준다.          최근 ‘글로벌 슈퍼호황’에 힘입어 실적 신기록 행진을 이어간 반도체 사업부의 경우 지난해에 이어 올해도 최대치인 100가 지급될 것으로 알려졌다.소비자가전CE은 대체로 50∼75를 받게 된다.         그러나 최근 꾸준히 100의 TAI를 받아왔던 무선사업부는 전체 사업부 중 가장 적은 비율인 25를 적용받을 것으로 전해졌다. 이는 갤럭시노트7를 단종한 2016년 하반기 TAI인 67.5보다 낮은 수치다. 삼성전자 무선사업부의 올해 3분기 누적 영업이익은 8조 6600억원으로 지난해 9조4200억원보다 8.7 감소했다.          삼성전자는 지난달에도 사업부별 성과에 따라 기본급의 100∼500에 해당하는 특별 상여금을 지급했다.          내년 초에는 성과급 개념인 OPI초과이익성과금도 지급할 예정이다. OPI는 소속 사업부의 1년 실적이 연초에 세운 목표를 넘어섰을 때 초과이익의 20 한도 안에서 개인 연봉의 최대 50를 지급하는 것이다.          채혜선 기자 chae.hyeseonjoongang.co.kr
2018-12-18 14:30,39050,39050,39000,39000,59419,-50,【서울뉴시스】김종민 기자  3기가바이트GB 영화 한 편을 단 2초 만에 전송하고 20GB 영상을 불과 12초만에 저장할 수 있는 삼성전자의 신형 포터블 SSDSolid State Drive ‘X5’.놀라운 속도뿐아니라 콤팩트한 크기 세련된 디자인까지 X5가 탄생하기까지는 많은 노력들이 기울여졌다. 블랙과 레드의 강렬한 ‘X5’의 실루엣은 당장이라도 달려나갈 듯한 ‘슈퍼카’의 역동성을 연상시킨다. 전면을 가로지르는 곡선들은 슈퍼카의 ‘보닛’을 닮았다. 유광 건메탈Gunmetal 상단부와 강렬한 붉은색 하단부의 대비는 공기를 가르는 듯한 슈퍼카의 ‘속도’를 표현한다. 이 같은 최종 디자인을 정하기 위해 만들어진 실제로 제작한 목업mockup·제품 디자인 평가를 위하여 만들어지는 실물 크기의 모형만 100여개가 넘는다. 전에 없던 놀라운 속도와 디자인으로 등장한 ‘X5’. 삼성전자 메모리사업부 브랜드제품마케팅그룹 디자인파트 디자이너안특모 심형섭 양유림 전계진씨들을 통해 ‘X5’에 담긴 디자인 철학을 들어봤다.심형섭 디자이너는 3GB 영상이 단 2초 만에 전송된다는 개념은 지금껏 존재하지 않았다. 속도의 한계를 돌파하는 제품이라는 점을 디자인으로 표현하고 싶었다”며 가장 먼저 ‘슈퍼카’가 떠올랐다. 속도에 대한 도전정신을 표현하기 위해 태생적으로 빠른 속도를 지닌 슈퍼카의 역동적인 디자인을 X5에 적용하게 됐다고 말했다. 휴대용 SSD의 디자인은 휴대성과 내구성에 초점을 맞춰 진행한다. 이 때문에 최대한 작고 단순한 형태를 가진다. 처음 전달받은 X5의 모습 역시 기존 제품들과 같은 단순 직사각형 형태였다. 이러한 고정관념을 깨는 도전이 필요했다.삼성전자 메모리사업부 브랜드제품마케팅그룹의 디자이너들은 X5의 디자인 의도를 정확하게 구현할 수 있도록 컬러와 재질 조형 마감 등의 디테일을 끊임없이 정제했다. 자동차 외관과 동일한 느낌을 담기 위해 상단에는 UV코팅을 입혔다. 슈퍼카의 강력한 엔진과 엠블럼emblem을 닮은 고유의 심볼도 개발했다. 심형섭 디자이너는 하단부의 단층은 오랜 시간 바람에 의해 깎인 해안 절벽을 착안해 디자인했다. 바람을 맞으며 달리는 슈퍼카의 속도를 표현한 것이라며 단자와 연결되는 앞부분을 더욱 날렵하게 깎아서 금방이라도 PC를 향해 달려나갈 듯한 역동성과 긴장감을 줬다”고 설명했다.전에 없이 빠른 전송 속도에 뒤따르는 발열은 디자이너에게 큰 숙제였다. 포터블 SSD 디자인은 열과의 싸움이다. 제품 자체 공간 안에서 열을 해소해야 하기 때문에 설계가 어렵다.  심 디자이너는 열을 발산하는 가장 손쉬운 방법은 제품 외관의 크기를 키우는 것이지만 차별화된 디자인을 포기할 수는 없었다며 열을 흡수하는 역할을 하는 방열판Heat Sink을 부착하고 열을 분산시키는 공기 유동층을 확보했고 동시에 날렵한 실루엣을 유지하기 위한 다양한 시도를 진행했다고 개발 과정의 어려움을 회생했다. 개발팀과 협력해 최적의 크기와 외관 형상을 찾고 검증했다. 그 결과 표면 온도가 45℃를 넘지 않는 최적의 설계를 찾을 수 있었다.사용성과 내구성도 놓치지 않았다. 하단은 책상에 내려놓아도 미끄러지지 않는 부드러운 재질로 마감했다. 상단과 하단의 균형을 맞춰 손으로 잡았을 때 편안한 그립감이 느껴지도록 하는 등 세심하게 신경 썼다.가볍고 견고한 제품을 위해 마그네슘 합금을 채택했다. 덕분에 무게가 한층 가벼워져 2m 높이에서 떨어져도 끄떡없다. 하지만 마그네슘 합금 사용은 쉬운 일이 아니었다. 마그네슘은 일반적으로 사용하는 알루미늄에 비해 성형 결과가 깔끔하지 않았다. 수작업으로 일일이 가공해야 한다는 얘기다. 색 작업도 매우 까다로워서 정확한 색 표현을 위해 여러 차례 색을 덧발랐다. 색상의 완성도를 높이기 위해 제품 뒷면에 부착한 라벨 컬러 색상까지 정교하게 맞췄다.전계진 디자이너는 전에 없던 속도와 그 속도를 표현하는 디자인을 위해 처음 시도한 것이 한 둘이 아니었다. 어느 것 하나 쉽게 해결된 것이 없었다며 X5가 콘텐트 크리에이터의 책상 위에서 꺼지지 않는 엔진을 가진 강력한 무기가 되길 바란다. 앞으로도 더 혁신적인 제품과 디자인을 선보일 것이라고 포부를 밝혔다.지난 9월 출시된 초고속 포터블 SSD X5는 고속의 데이터 전송이 가능한 썬더볼트 3 Thunderbolt 3 인터페이스 기반으로 일반 소비자는 물론 IT전문가·콘텐츠 크리에이터에게도 최고의 사용자 경험UX을 제공하고 있다. 발열 제어 기술과 강한 내구성뿐아니라 AES 256비트 하드웨어 암호화 기반의 패스워드 솔루션이 적용되어 보안성도 뛰어나다. 삼성전자는 기존 포터블 SSD보다 속도와 내구성을 한 단계 더 높인 프리미엄 포터블 SSD X5 시리즈를 통해 외장 SSD 시장을 본격적으로 확대해 나갈 계획이다. jmkimnewsis.com저작권자ⓒ 한국언론 뉴스허브 뉴시스통신사. 무단전재재배포 금지.
